;cleaned_tweet;polarity;sentimen;;;;;;;;;;;;;;
4481;teman-teman kenalin ini staf staf jaksa negeri toba samosir yang satu nama argentina kira kira kemarin di piala dunia bela siapa iya;0;0;;;;;;;;;;;;;;
4482;emi martinez dan seni provokasi jalan hitam argentina juara piala dunia;-0,166666667;-1;;;;;;;;;;;;;;
4483;bikin takjub foto laut manusia raya menang argentina di piala dunia 2022;0,8;1;;;;;;;;;;;;;;
4484;giovanni vincenzo infantino administrator sepak bola dan presiden fifa saat ini telah bagi kenang favorit tentang piala dunia qatar 2022 dan nyata bahwa upacara buka benar benar luar biasa dengan tampil jungkook yang luar biasa;0,341666667;1;;;;;;;;;;;;;;
4485;sudah gitu saja weh piala dunia kakak perempuan;0,166666667;1;;;;;;;;;;;;;;
4486;informasi ronaldo7 klub baik emang real madrid gacor di masa lalu dan sekarang beda sama barcelona yang gacor mulai dari 1990 an walau sekarang bapuk lagi tapi yang dapat 7 ballon di or pialadunia cuma leomessi saat cr7 pecat dan tolak banyak klub besar;0,14375;1;;;;;;;;;;;;;;
4487;sukses maroko tembus semifinal piala dunia 2022 buat mereka terima oleh raja maroko muhammad vi dengan upacara raja pada sempat sebut tiap main boleh bawa ibu mereka ke acara sebut love banget;0,3;1;;;;;;;;;;;;;;
4488;warga seipancur menang sepeda motor tebak juara piala dunia 2022;0;0;;;;;;;;;;;;;;
4489;menpora tonton piala dunia kamu 20 2023 akan atur super ketat;0,333333333;1;;;;;;;;;;;;;;
4490;menpora tonton piala dunia kamu 20 2023 akan atur super ketat;0,333333333;1;;;;;;;;;;;;;;
4491;menpora tonton piala dunia kamu 20 2023 akan atur super ketat;0,333333333;1;;;;;;;;;;;;;;
4492;chaengouts ngalahin final piala dunia seru;0,15;1;;;;;;;;;;;;;;
4493;alisyarief ini bukan masalah global atau resesi dunia tapi bentuk pimpin negara ini coba kalau seperti rusia skr tengah pernah dengan ukrania atau qatar yang telah selenggarain piala dunia arab saudi yang tiap tahun nerimain umroh haji;0;0;;;;;;;;;;;;;;
4494;usaha asal china dominasi sponsor acara di helat turnamen piala dunia qatar 2022 yang akhir minggu 18 desember lalu;0;0;;;;;;;;;;;;;;
4495;gara2 pernah gagal dapat piala dunia dia nyaris pensiun jarang dia tidak akan lepas piala dunia sampai pensiun;-0,5;-1;;;;;;;;;;;;;;
4496;idextratime gol banyak lawan tim juara dunia di piala dunia fifa dan piala kontinental 7 cristiano ronaldo 5 klose 5 thomas muller 5 mbappe 4 ronaldo 4 griezmann 3 suarez 3 gerd muller 3 maradona;0,5;1;;;;;;;;;;;;;;
4497;mimpi indonesia juara piala dunia skor 10 0;0;0;;;;;;;;;;;;;;
4498;menpora amal pasti indonesia siap gelar piala dunia kamu 20 langit7id cahayamenujukebaikan;0,35;1;;;;;;;;;;;;;;
4499;lepas final piala dunia berat 82 kg naik deh karena gak olahraga sama makan terus karbo over mulai selasa kemarin jalan lari mengayuh sepeda futsal badminton renang plus kurang makan malam sudah 79 makan siang tetap nasi padang kok metode defisit karbo saja;-0,091666667;-1;;;;;;;;;;;;;;
4500;mantan main prancis adil rami kecam emiliano martinez karena kelakar usai menang piala dunia masuk ejek hadap kylian mbappe fifaworldcup arg fra;0,125;1;;;;;;;;;;;;;;
4501;dan di hari lain saya mimpi timnas masuk piala dunia konyol memang tapi mau bagaimana;-0,5;-1;;;;;;;;;;;;;;
4502;aksi richarlison hingga kylian mbappe masuk nominasi gol baik piala dunia 2022 namun tidak ada gol lionel messi dalam daftar sebut;0,4;1;;;;;;;;;;;;;;
4503;idextratime kenapa kaya banyak yang g terima messi itu dapat piala dunia jadi inget waktu ego maradona dapat piala dunia tahun 1986 menang vs inggris lewat gol tangan tuhan itu partai final bukan lupa memang begitu kalau argentina juara selalu kontroversi;0,35625;1;;;;;;;;;;;;;;
4504;fifa hapus cuit yang sebut lionel messi bagai goat dan rendah cristiano ronaldo makin yakin piala dunia 2022 atur untuk argentina lengkapcepatberitanya bola sepakbola sepakboladunia boladunia;0,05;1;;;;;;;;;;;;;;
4505;mu dan newcastle united rebut main prancis di piala dunia 2022;0;0;;;;;;;;;;;;;;
4506;ikut jejak ziyech seluruh main maroko sumbang hadiah piala dunia 2022 untuk amal;0;0;;;;;;;;;;;;;;
4507;bahagia orang ibu itu bukan saat anak mampu keliling dunia tembus batas langit atau saat ia mampu arung samudra bukan pula saat anak mampu jadi juara dalam kompetisi baik di dunia dapat piala dan bangga negeri;0,62;1;;;;;;;;;;;;;;
4508;legenda timnas argentina jorge valdano beber obrol diri dengan lionel messi lah pulga klaim mau main di piala dunia 2026 messi sukses bawa argentina jadi juara piala dunia 2022;0,775;1;;;;;;;;;;;;;;
4509;idextratime rjpjournalism main ini bakal jadi serang andal timnas barazil di piala dunia 2026;0,166666667;1;;;;;;;;;;;;;;
4510;bawa argentina juara piala dunia 2022 wajah lionel messi bakal muncul di pecah uang kertas argentina lengkapcepatberitanya bola sepakbola sepakboladunia boladunia;0,1;1;;;;;;;;;;;;;;
4511;mra 28 bimaditya15 zenrs iya kalau baca dari kalimat belum piala dunia 78 dan gol tangan tuhan itu bagi dari bahas soal shithousery argentina;0;0;;;;;;;;;;;;;;
4512;denbagushari aries kerreng marvalcao71 registaco fifaworldcup buset kamu bang salt bae emang salah karena ada atur dari fifa siapa saja yang boleh pegang trofi kalau ga ada atur iya kita ga komen lah kamu sirik banget masalah moral padahal jelas ada atur dan langgar iya orang mah pasti bakal komen apalagi itu trofi piala dunia;-0,5;-1;;;;;;;;;;;;;;
4513;conmebol hadiah argentina 10 juta dolar dan piala dunia 2030;0;0;;;;;;;;;;;;;;
4514;wow foto lionel messi angkat trofi piala dunia pecah rekor messi lionelmessi;0,1;1;;;;;;;;;;;;;;
4515;di maria bisa baca takdir tahu bakal cetak gol di final piala dunia;0;0;;;;;;;;;;;;;;
4516;idextratime ini piala dunia seluruh dunia perhati dan saksi kalau piala liga indonesia saya percaya bingit;0;0;;;;;;;;;;;;;;
4517;kakak cr7 sebut piala dunia qatar 2022 buruk panjang masa lewat youtube;-0,375;-1;;;;;;;;;;;;;;
4518;google search pecah rekor dari piala dunia qatar 2022 lewat youtube;0;0;;;;;;;;;;;;;;
4519;idextratime habis suguh main kelas dari piala dunia sekarang kita bisa lihat main salah passing tarkam dari aff;-0,5;-1;;;;;;;;;;;;;;
4520;thoriq udinson gdmn77 idextratime bang mau tanya itu trophy piala dunia kalau kompetisi fifa world cup sudah gulir lagi trophy nya bakal balik ke fifa nya iya;0;0;;;;;;;;;;;;;;
4521;aksi richarlison hingga kylian mbappe masuk nominasi gol baik piala dunia 2022 namun tidak ada gol lionel messi dalam daftar sebut;0,4;1;;;;;;;;;;;;;;
4522;gol baik piala dunia 2022 tidak ada nama messi richarlison hingga mbappe masuk nominasi;0,7;1;;;;;;;;;;;;;;
4523;aksi richarlison hingga kylian mbappe masuk nominasi gol baik piala dunia 2022 namun tidak ada gol lionel messi dalam daftar sebut;0,4;1;;;;;;;;;;;;;;
4524;goal id ini untung saja messi main top dunia kalau main biasa2 saja pasti langsung anak tiri di klub kaya ahn jung hwan di piala dunia 2002 habis gol mulangin itali;0,205;1;;;;;;;;;;;;;;
4525;timnas maroko pulang sambut bak pahlawan piala dunia 2022 tidak lupa;0,8;1;;;;;;;;;;;;;;
4526;prestasi argentina raih piala dunia wakanda hutang gunung juara piala aff saja sulit;-0,1;-1;;;;;;;;;;;;;;
4527;ayah messi bikin barcelona gigit jari buat sepakat dengan psg saat piala dunia langsung;0,1;1;;;;;;;;;;;;;;
4528;legenda timnas argentina jorge valdano sebut lionel messi masih hasrat untuk mentas di piala dunia 2026 kumparanbola;0;0;;;;;;;;;;;;;;
4529;warga raya sukses argentina rebut piala dunia dengan tato;0,75;1;;;;;;;;;;;;;;
4530;baru di tinggal sebentar sama piala dunia saja sudah kangen;0;0;;;;;;;;;;;;;;
4531;likeearth43351 dennysiregar7 prestasi pernah nonton piala dunia;0;0;;;;;;;;;;;;;;
4532;sinaronline belum ini ketua dia kaji piala dunia sekarang ekor ekor dia kaji kata pula baik kaji cara nak kurang mangsa banjir di negeri negeri pas tu lagi faedah;0,7;1;;;;;;;;;;;;;;
4533;jangan sampai salah pilih situs bola untuk piala dunia nanti bos pasti pilih tulistoto bagai agen yang menang berapa pasti bayar tulistoto sponsor resmi piala dunia link alternatif whatsapp;0;0;;;;;;;;;;;;;;
4534;zenrs bung gol tangan tuhan itu jadi di piala dunia 1986 oleh maradona coba riset lagi deh yang benar;0,285714286;1;;;;;;;;;;;;;;
4535;bikin pusing ten hag khawatir adaptasi bintang mu usai piala dunia 2022;0;0;;;;;;;;;;;;;;
4536;bisht atau jubah khas orang arab yang kena lionel messi di final piala dunia 2022 curi perhati bahkan ada yang rela bel bas miliar rupiah;0,027777778;1;;;;;;;;;;;;;;
4537;aksi mbappe bakar semangat prancis di final piala dunia 2022;0,05;1;;;;;;;;;;;;;;
4538;juara piala dunia 2022 pep guardiola lionel messi selalu jadi yang baik bagi saya emtekworldcup2022 bolanetworldcup2022 pialadunia pialadunia2022;0,7;1;;;;;;;;;;;;;;
4539;ngakakbingits aishashandia azmeeex idextratime ronaldo punya trofi piala dunia wkwkwkwkwkwk bacod doang gede di podcast wkwk;0;0;;;;;;;;;;;;;;
4540;piala dunia 2022 dan kiprah indonesia di piala aff 2022 dalam balut soft power;0,1;1;;;;;;;;;;;;;;
4541;bakal jadi bintang di piala dunia 2026 ini 5 main muda baik di tahun 2022;0,4;1;;;;;;;;;;;;;;
4542;bocor dari legenda messi bakal tampil di piala dunia 2026;0;0;;;;;;;;;;;;;;
4543;tushpanda melek sampai chelsea juara piala dunia;0;0;;;;;;;;;;;;;;
4544;bagasrahmathid1 sawn iya idextratime yups dari tropy individu messi emang lebih baik dari ronaldo maksud saya piala dunia ga bisa terus jadi patok karena level teman satu tim di tiap negara beda2 contoh mbape dan halland;0,046875;1;;;;;;;;;;;;;;
4545;inspirasi pagi sudut pandang pantau flu unta pasca piala dunia sama dr dicky budiman epidemiolog dan teliti indonesia dari universitas griffith australia;-0,05;-1;;;;;;;;;;;;;;
4546;indosupporter settingan piala dunia sudah jelas jadi buka turnamen gengsi se galaksi piala tiger;0,1;1;;;;;;;;;;;;;;
4547;mata uang argentina edisi lm10 dan main lain yang menang piala dunia;-0,125;-1;;;;;;;;;;;;;;
4548;beberapa main yang ikut piala dunia sudah kembali latih sama skuad manchester city jelang tanding hadap liverpool;0;0;;;;;;;;;;;;;;
4549;nama cuat di piala dunia 2022 alexis mac allister sekarang buru klub top;0,5;1;;;;;;;;;;;;;;
4550;isi timnas italy yang goreng melulu meski gak ikut piala dunia;0;0;;;;;;;;;;;;;;
4551;settingan piala dunia sudah jelas jadi buka turnamen gengsi se galaksi piala tiger;0;0;;;;;;;;;;;;;;
4552;raracabanode asa baru kemarin nonton final piala dunia;0;0;;;;;;;;;;;;;;
4553;ainurohman efek tidak ikut angkat piala waktu selebrasi juara dunia mas;0;0;;;;;;;;;;;;;;
4554;idextratime saya percaya sebagai berikut kalau yang bikin statemnt dari org negeri ini itu bnar seperti piala dunia yang akan datang langsung di akherat;0,1;1;;;;;;;;;;;;;;
4555;tiga main tottenham hotspur pulang ke london dengan bawa cedera yang derita lama piala dunia 2022 richarlison jadi salah satu;0,058333333;1;;;;;;;;;;;;;;
4556;profil lionel scaloni tangan dingin bawa argentina raih piala dunia 2022;-0,15;-1;;;;;;;;;;;;;;
4557;kalau indonesia juara piala dunia juga gin ini main bola indonesia nyampai di soetta bawa piala lanjut pakai bis arak ara ga lewat tol karena mau sambut fans yang tumpah ruah di jalan sampai kalideres halau tiang listrik bis nya;0,8;1;;;;;;;;;;;;;;
4558;paulo dybala kan rahasia sukses eksekusi penalti di final piala dunia 2022;-0,033333333;-1;;;;;;;;;;;;;;
4559;ketika saat sblm angkat piala dunia messi pakai bisht tentu iman messi tidak langsung goyah begitu pula bila ada orang yang kena atribut natal jadi kalem saja iya teman tidak perlu razia orang yang kena atribut yang beda dengan kita;0,15;1;;;;;;;;;;;;;;
4560;check out topi logo prancis piala dunia qatar 2022 nyama diskon 63 hanya rp28 800 dapat di lazada sekarang;0;0;;;;;;;;;;;;;;
4561;check out cod baru topi piala dunia qatar 2022 puti diskon 63 hanya rp28 800 dapat di lazada sekarang;0,068181818;1;;;;;;;;;;;;;;
4562;hermawan devina isi kesal tidak masuk ke piala dunia;0;0;;;;;;;;;;;;;;
4563;fakta tarik trofi piala dunia pernah 2 kali curi temposport;0;0;;;;;;;;;;;;;;
4564;negara ain piala dunia banyak masih negara brazil;0,5;1;;;;;;;;;;;;;;
4565;nah andai tidak ada messi bagaimana tampak starting xi argentina di piala dunia 2026;0;0;;;;;;;;;;;;;;
4566;blatter piala dunia terlalu komersial stadium astro;0;0;;;;;;;;;;;;;;
4567;ardo pis shizutzyy wortelsoup faktasepakbola padahal avatar dia juga messi sama piala dunia tetep saja dibully emang sudah akut ini laku fans anjingtina;0,6;1;;;;;;;;;;;;;;
4568;nilai hina ronaldo fifa hapus twit messi juara piala dunia 2022;0;0;;;;;;;;;;;;;;
4569;tiga main tottenham hotspur pulang ke london dengan bawa cedera yang derita lama piala dunia 2022 richarlison jadi salah satu;0,058333333;1;;;;;;;;;;;;;;
4570;timnas maroko pulang sambut bak pahlawan piala dunia 2022 tidak lupa;0,8;1;;;;;;;;;;;;;;
4571;bhsukan ia adalah lawan pertama united sejak piala dunia dan pertama sejak pergi cristiano ronaldo dari old trafford;0,2;1;;;;;;;;;;;;;;
4572;parade juara piala dunia tewas orang suporter;-0,225;-1;;;;;;;;;;;;;;
4573;4 orang jajar latih dan staf latih yang buat argentina ke final dan juara piala dunia qatar 2022 1 lionel scaloni kepala latih 2 pablo aimar asisten 3 roberto ayala asisten 4 walter samuel asisten afa lioscaloni;0;0;;;;;;;;;;;;;;
4574;bisht yang kena lionel messi di final piala dunia 2022 terus jadi fenomena bahkan ada yang rela bel rp 15 5 miliar;0,125;1;;;;;;;;;;;;;;
4575;vietnam peluang jadi pasu pertama dari asean untuk layak diri ke piala dunia 2026 duduk di ranking ke 96 dunia juga lihat potensi mereka untuk mara ke johan tinggi bola sepak dunia sebut banding malaysia di;0,185833333;1;;;;;;;;;;;;;;
4576;bisht yang kena lionel messi di final piala dunia 2022 terus jadi fenomena bahkan ada yang rela bel rp 15 5 miliar;0,125;1;;;;;;;;;;;;;;
4577;kieran trippier senang dengan putus tahan gareth southgate bagai arsitek timnas inggris emtekworldcup2022 bolanetworldcup2022 pialadunia pialadunia2022;0,8;1;;;;;;;;;;;;;;
4578;ketika tidak ada suara yang lebih keras dari suara komentator tanding dan orang orang alih perhati di depan layar untuk tonton tanding baca piala dunia atau darah yang suci analisis;0,4;1;;;;;;;;;;;;;;
4579;yuk trading mayan kompetisi tradingnya cuy selagi nungguin piala dunia asikkk tokochampion siaplebihcuan tokocrypto;0,5;1;;;;;;;;;;;;;;
4580;salt baee daftar bagai asisten latih argentina pada world cup qatar 2022 yang arti dia resmi milik medali piala dunia dan hak raya sama squad argentina hal yang tidak cerita di media so take a note teman-teman;0;0;;;;;;;;;;;;;;
4581;vindaazizah muka seperti ekspresi messi ketika tahu ronaldo ga mungkin menang piala dunia;0,8;1;;;;;;;;;;;;;;
4582;piala dunia 2026 ikut 48 tim dan gelar di 3 negara temposport;0;0;;;;;;;;;;;;;;
4583;andai zinedine zidane latih timnas prancis karim benzema batal pensiun emtekworldcup2022 bolanetworldcup2022 pialadunia pialadunia2022;0;0;;;;;;;;;;;;;;
4584;hal yang paling tunggu habis piala dunia adalah pas messi balik ke training camp psg ken lihat bagaimana gesture main psg ketemu messi telah jadi juara piala dunia utama mbape;0,166666667;1;;;;;;;;;;;;;;
4585;timnas india pernah lolos piala dunia namun di diskualifikasi akibat tolak main dengan sepatu;0;0;;;;;;;;;;;;;;
4586;banyak warganet yang muncul tuduh kena gelar piala dunia 2022 yang sudah atur oleh fifa agar argentina juara;0,5;1;;;;;;;;;;;;;;
4587;panas kali lihat messi pegang trofi piala dunia;0,25;1;;;;;;;;;;;;;;
4588;argentina hadiah 10 juta dolar telah juara piala dunia;0;0;;;;;;;;;;;;;;
4589;juara piala dunia 2022 argentina dapat bonus ratus miliar rupiah;0;0;;;;;;;;;;;;;;
4590;thoriqatuna1 bahan goreng basi kawan saya yang nasrani nyaman nyaman saja tiap natal kita datang ke rumah ngobrol sana sini topik masih agak hangat tentu argentina juara piala dunia hhhhheeee waktu lebaran begitu juga hari ikut olah raga bareng enteng saja kita buat;0,26;1;;;;;;;;;;;;;;
4591;terus konspirasi dik sampai bang dodo juara piala dunia;0;0;;;;;;;;;;;;;;
4592;selesai piala dunia rasa banget beda;0;0;;;;;;;;;;;;;;
4593;paris bolatime lionel messi akan rai jaya di piala dunia dengan tuju untuk kekal di paris saint germain lapor media tempat ketika dia cuba bantu kelab perancis itu rangkul juara liga juara juara buat kali pertama;0,125;1;;;;;;;;;;;;;;
4594;ffoodfess pernahhh nonton piala dunia kemarin ampe tengah mlm;0;0;;;;;;;;;;;;;;
4595;buat yang mau punya trofi piala dunia biar bisa foto ala ala messi ronaldo botak zidane beckenbauer dan juara lain lebih baik beli saja ini lewat link bawah ini replika trofi piala dunia tokopediaaffiliate;0,1875;1;;;;;;;;;;;;;;
4596;romeo dodo lovers ketika final 1 0 ting 2 0 final ini ting 2 1 mbappe ini bos 2 2 mampus siap pensiun lagi 3 2 makin jelas ini ting 3 3 ayo mbappe buat messi menang lagi di final 4 2 sudah jelas piala dunia ini ting;0,2125;1;;;;;;;;;;;;;;
4597;jadi wajar saja kalau fifa juga insecure sama itu piala karena 1 mahal tenan 2 sudah jadi 2 kali makanya drpd jadi hilang lagi trus harus bikin itu piala nila 200an miliyar rupiah lebih baik dibikinin replika buat yang juara piala dunia budgetnya lebih murah;-0,08;-1;;;;;;;;;;;;;;
4598;nah balik lagi membicarakan aman trofi piala dunia nyata pas tahun 1983 piala jules rimet yang sudah pegang sama brazil dari tahun 1970 itu hilang lagi kabar piala ini bom ditemuin ampe sekarang kata sudah dileburin sm maling sumber;0,25;1;;;;;;;;;;;;;;
4599;dan akhir pas piala dunia 1974 ganti deh sama trofi piala dunia seperti yang kita lihat sekarang ini dan tim pertama yang hasil dapat trofi piala dunia baru iya tahun segitu masih bilang baru arti kan he yaitu jerman barat yang pimpin franz beckenbauer;0,128787879;1;;;;;;;;;;;;;;
4600;jadi trofi nya piala dunia ini belum nama jules rimet di gambar yang belah kanan nah piala nya itu pernah curi tahun 65 66 tapi alhamdulillah ketemu dan yang nemuin anjing sumpah anjing yang nemuin;0,285714286;1;;;;;;;;;;;;;;
4601;alesannya iya jelas karena aman pasti lah fifa insecure sama piala yang harga sekitar 200an miliyar rupiah dasar informasi dari cnbc indonesia kalau hilang lagi kan nyesek lagi iya piala pertama nya piala dunia pernah hilang karena curi;0,064285714;1;;;;;;;;;;;;;;
4602;maksud dari palsu sini itu replika iya jadi sesuai dengan atur fifa bahwa tim yang jadi juara piala dunia itu kasih piala asli yang buat dari emas 18 karat dengan berat sekitar 6 kilo cuman pas raya selebrasi angkat piala saja;0,05625;1;;;;;;;;;;;;;;
4603;jadwal lengkap piala dunia 2022 di qatar piala dunia;0,1;1;;;;;;;;;;;;;;
4604;trofi piala dunia yang kasih ke messi itu palsu a thread;-0,5;-1;;;;;;;;;;;;;;
4605;usai juara piala dunia 2022 lionel messi sebut akan panjang kontrak dengan psg lengkapcepatberitanya bola sepakbola sepakboladunia boladunia;0,025;1;;;;;;;;;;;;;;
